                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.3366,                 3.0214,                 1.7233,                0.78184,                0.41667,                0.74123,                0.49881,                 1.5324,                 1.8747,                 1.3575,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                 1.2177,                 1.8104,                 1.3639,                0.94112,                0.36996,                0.74131,                0.51617,                 1.5335,                  1.902,                 1.3582,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                0.98237,                 2.7524,                 1.3257,                0.94053,                0.37003,                0.65973,                0.47554,                 1.5438,                 1.9425,                 1.3702,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                 1.0813,                 2.7369,                 1.4086,                0.93861,                0.37101,                0.63133,                0.47762,                 1.5546,                 2.0015,                 1.3797,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                 1.1145,                 2.2662,                 1.3291,                0.93861,                0.37101,                0.63133,                0.47762,                 1.5546,                 2.0015,                 1.3797,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.91714,                 1.6974,                 1.2513,                0.93601,                0.37315,                0.61742,                0.46159,                 1.6004,                 2.0767,                 1.4059,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                 1.0342,                 2.5899,                 1.4067,                0.93601,                0.37315,                0.61742,                0.46159,                 1.6004,                 2.0767,                 1.4059,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                0.93874,                 1.8863,                 1.3398,                 0.9425,                0.37394,                0.61343,                0.43822,                 1.6271,                 2.1544,                  1.428,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                0.96566,                 2.2143,                  1.358,                 0.9425,                0.37394,                0.61343,                0.43822,                 1.6271,                 2.1544,                  1.428,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                 1.2528,                 1.9734,                 1.6382,                0.93811,                0.37384,                0.62096,                0.44103,                 1.6491,                 2.2202,                 1.4462,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                0.71261,                  1.697,                 1.1957,                0.93811,                0.37384,                0.62096,                0.44103,                 1.6491,                 2.2202,                 1.4462,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                 1.0893,                 2.8004,                 1.4731,                0.93743,                 0.3741,                 0.6143,                0.43641,                 1.6576,                 2.2439,                 1.4472,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                0.96259,                  1.548,                 1.2397,                0.93743,                 0.3741,                 0.6143,                0.43641,                 1.6576,                 2.2439,                 1.4472,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.80226,                0.96583,                 1.3617,                0.93835,                0.37416,                0.61216,                 0.4347,                 1.6719,                 2.2761,                 1.4596,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 0.6844,                 1.0765,                 1.1445,                0.93835,                0.37416,                0.61216,                 0.4347,                 1.6719,                 2.2761,                 1.4596,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.77878,                  1.306,                 1.1507,                0.93891,                0.37439,                0.61211,                0.44316,                 1.6705,                 2.3213,                 1.4751,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                 0.7845,                 1.3937,                 1.1645,                0.93891,                0.37439,                0.61211,                0.44316,                 1.6705,                 2.3213,                 1.4751,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.91099,                 1.6685,                 1.3249,                   0.94,                0.37437,                0.58698,                0.41517,                 1.6816,                 2.3724,                 1.4993,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                  1.107,                 2.0687,                 1.3618,                   0.94,                0.37437,                0.58698,                0.41517,                 1.6816,                 2.3724,                 1.4993,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.92726,                 1.8896,                 1.2977,                0.94905,                 0.3881,                0.58199,                0.41903,                 1.7175,                 2.4199,                 1.5389,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.73973,                 1.2017,                 1.2058,                0.94905,                 0.3881,                0.58199,                0.41903,                 1.7175,                 2.4199,                 1.5389,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.73528,                   1.53,                 1.1992,                0.94963,                0.38746,                0.58291,                0.41973,                 1.7356,                 2.4549,                 1.5571,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.97549,                 1.1189,                 1.2726,                0.94963,                0.38746,                0.58291,                0.41973,                 1.7356,                 2.4549,                 1.5571,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.84536,                 1.3111,                 1.2453,                0.94948,                0.38712,                0.50441,                0.34318,                  1.767,                 2.4561,                 1.5695,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.63503,                 1.1523,                 1.1108,                0.94948,                0.38712,                0.50441,                0.34318,                  1.767,                 2.4561,                 1.5695,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.69026,                 1.1884,                 1.0781,                0.94928,                 0.3872,                0.47416,                0.32528,                 1.7667,                 2.4814,                 1.5564,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.52336,                0.71145,                 1.0551,                0.94928,                 0.3872,                0.47416,                0.32528,                 1.7667,                 2.4814,                 1.5564,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.97437,                  2.211,                  1.388,                0.94877,                0.38738,                0.47734,                0.32682,                 1.7817,                 2.5338,                 1.5657,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.78499,                0.97848,                 1.1477,                0.94877,                0.38738,                0.47734,                0.32682,                 1.7817,                 2.5338,                 1.5657,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.73716,                0.97407,                 1.0602,                0.94893,                0.38652,                0.41706,                0.27466,                 1.7735,                 2.5202,                 1.5567,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.95105,                0.99759,                  1.164,                0.94893,                0.38652,                0.41706,                0.27466,                 1.7735,                 2.5202,                 1.5567,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.87331,                 1.1234,                 1.2861,                0.94847,                0.38724,                0.41791,                0.27537,                 1.7876,                 2.5265,                 1.5654,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.73566,                 1.1204,                 1.2147,                0.94847,                0.38724,                0.41791,                0.27537,                 1.7876,                 2.5265,                 1.5654,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.76843,                 1.1304,                  1.369,                 0.9482,                0.38762,                0.41903,                0.27587,                 1.7948,                 2.5205,                 1.5746,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.95258,                 1.1977,                 1.2762,                 0.9482,                0.38762,                0.41903,                0.27587,                 1.7948,                 2.5205,                 1.5746,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                 0.7578,                0.76917,                 1.1665,                0.94386,                0.38125,                0.41489,                  0.275,                 1.7649,                 2.4786,                 1.5346,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                 0.8621,                0.91108,                 1.1767,                0.94386,                0.38125,                0.41489,                  0.275,                 1.7649,                 2.4786,                 1.5346,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.87834,                0.83518,                 1.1659,                0.94389,                0.37896,                0.41514,                0.27529,                 1.7939,                 2.5348,                 1.5592,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.65193,                0.84776,                 1.0639,                0.94389,                0.37896,                0.41514,                0.27529,                 1.7939,                 2.5348,                 1.5592,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.78282,                0.98089,                 1.1039,                0.94389,                0.37896,                0.41514,                0.27529,                 1.7939,                 2.5348,                 1.5592,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.79348,                0.92092,                 1.1484,                0.94275,                0.37575,                0.41573,                0.29224,                 1.7538,                 2.4356,                 1.5032,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.76695,                0.97219,                  1.142,                0.94275,                0.37575,                0.41573,                0.29224,                 1.7538,                 2.4356,                 1.5032,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.67805,                0.96646,                 1.1698,                0.94275,                0.37575,                0.41573,                0.29224,                 1.7538,                 2.4356,                 1.5032,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.91339,                 1.3803,                 1.3133,                0.94398,                0.38156,                 0.4161,                0.29055,                 1.7533,                 2.3905,                 1.4906,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.70637,                0.77915,                 1.1816,                0.94398,                0.38156,                 0.4161,                0.29055,                 1.7533,                 2.3905,                 1.4906,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.69622,                0.76071,                   1.02,                0.94398,                0.38156,                 0.4161,                0.29055,                 1.7533,                 2.3905,                 1.4906,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.64151,                0.88809,                 1.1507,                 0.9443,                0.38152,                0.41733,                0.29073,                 1.7652,                 2.4317,                 1.4984,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.91582,                 1.8483,                 1.3489,                 0.9443,                0.38152,                0.41733,                0.29073,                 1.7652,                 2.4317,                 1.4984,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.66638,                 1.0033,                 1.1029,                 0.9443,                0.38152,                0.41733,                0.29073,                 1.7652,                 2.4317,                 1.4984,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.88408,                 1.0053,                 1.2337,                0.94533,                0.38311,                0.41701,                0.29104,                   1.77,                 2.4482,                 1.5072,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.66527,                0.68336,                 1.3124,                0.94533,                0.38311,                0.41701,                0.29104,                   1.77,                 2.4482,                 1.5072,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.77338,                0.94633,                 1.0478,                0.94533,                0.38311,                0.41701,                0.29104,                   1.77,                 2.4482,                 1.5072,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.96715,                 1.3139,                 1.2891,                0.94448,                0.38333,                0.41921,                0.29306,                 1.7638,                 2.4433,                 1.5042,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.82826,                0.96427,                 1.2492,                0.94448,                0.38333,                0.41921,                0.29306,                 1.7638,                 2.4433,                 1.5042,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.60589,                0.76839,                  1.046,                0.94448,                0.38333,                0.41921,                0.29306,                 1.7638,                 2.4433,                 1.5042,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.68667,                 1.7316,                 1.1506,                0.94804,                0.38333,                0.41777,                 0.2941,                 1.7632,                 2.4815,                 1.5015,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.77912,                  1.002,                 1.1088,                0.94804,                0.38333,                0.41777,                 0.2941,                 1.7632,                 2.4815,                 1.5015,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.75893,                0.94427,                 1.1955,                0.94804,                0.38333,                0.41777,                 0.2941,                 1.7632,                 2.4815,                 1.5015,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                 0.5451,                0.62269,                 1.0421,                0.95314,                0.37996,                0.41676,                0.29357,                 1.7991,                 2.5696,                 1.5387,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.96467,                 1.8337,                 1.4545,                0.95314,                0.37996,                0.41676,                0.29357,                 1.7991,                 2.5696,                 1.5387,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.58456,                 0.6859,                0.98387,                0.95314,                0.37996,                0.41676,                0.29357,                 1.7991,                 2.5696,                 1.5387,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.90851,                0.77838,                 1.2893,                 0.9549,                0.37878,                0.42127,                0.29561,                 1.8231,                  2.639,                 1.5757,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                 0.8459,                 1.4343,                 1.2654,                 0.9549,                0.37878,                0.42127,                0.29561,                 1.8231,                  2.639,                 1.5757,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.59873,                0.65678,                 1.0607,                 0.9549,                0.37878,                0.42127,                0.29561,                 1.8231,                  2.639,                 1.5757,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.59418,                0.54712,                 1.0122,                 0.9611,                 0.3783,                0.42206,                0.29604,                 1.8214,                 2.6193,                 1.5645,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.79179,                0.96332,                 1.2047,                 0.9611,                 0.3783,                0.42206,                0.29604,                 1.8214,                 2.6193,                 1.5645,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.80079,                 1.0543,                 1.1952,                 0.9611,                 0.3783,                0.42206,                0.29604,                 1.8214,                 2.6193,                 1.5645,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.61827,                0.60704,                 1.0834,                0.96133,                0.37965,                0.42324,                0.29638,                  1.818,                 2.5655,                 1.5621,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.62698,                0.68285,                 1.0809,                0.96133,                0.37965,                0.42324,                0.29638,                  1.818,                 2.5655,                 1.5621,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.74056,                0.84406,                 1.1142,                0.96133,                0.37965,                0.42324,                0.29638,                  1.818,                 2.5655,                 1.5621,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                0.82621,                 1.1284,                 1.3694,                 0.9608,                0.38156,                0.42962,                0.30882,                 1.8214,                 2.4886,                 1.5486,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                 0.7972,                0.87045,                 1.2789,                 0.9608,                0.38156,                0.42962,                0.30882,                 1.8214,                 2.4886,                 1.5486,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.91871,                 0.9606,                 1.2251,                 0.9608,                0.38156,                0.42962,                0.30882,                 1.8214,                 2.4886,                 1.5486,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                0.84892,                0.97907,                 1.2671,                 0.9608,                0.38156,                0.42962,                0.30882,                 1.8214,                 2.4886,                 1.5486,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.83728,                0.86136,                  1.305,                0.96251,                0.38419,                0.42784,                0.30849,                  1.816,                 2.4509,                 1.5245,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.74975,                0.82092,                 1.2337,                0.96251,                0.38419,                0.42784,                0.30849,                  1.816,                 2.4509,                 1.5245,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.73743,                0.76073,                 1.0709,                0.96251,                0.38419,                0.42784,                0.30849,                  1.816,                 2.4509,                 1.5245,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.56342,                0.73957,                 1.1451,                0.96251,                0.38419,                0.42784,                0.30849,                  1.816,                 2.4509,                 1.5245,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.46435,                0.56124,                 1.0222,                0.95614,                0.38667,                0.43003,                0.30926,                 1.8228,                 2.4441,                 1.5259,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.61536,                0.76898,                 1.1136,                0.95614,                0.38667,                0.43003,                0.30926,                 1.8228,                 2.4441,                 1.5259,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                 0.6749,                 0.6512,                0.97025,                0.95614,                0.38667,                0.43003,                0.30926,                 1.8228,                 2.4441,                 1.5259,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.70121,                0.60727,                0.99474,                0.95614,                0.38667,                0.43003,                0.30926,                 1.8228,                 2.4441,                 1.5259,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                0.57447,                0.56563,                 1.0276,                0.95887,                0.38333,                0.42395,                0.30517,                 1.8225,                 2.5274,                 1.5157,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.57185,                0.45972,                0.92057,                0.95887,                0.38333,                0.42395,                0.30517,                 1.8225,                 2.5274,                 1.5157,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.64972,                0.72935,                 1.0184,                0.95887,                0.38333,                0.42395,                0.30517,                 1.8225,                 2.5274,                 1.5157,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.64402,                 0.7558,                 1.1219,                0.95887,                0.38333,                0.42395,                0.30517,                 1.8225,                 2.5274,                 1.5157,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.54374,                0.56219,                 1.0323,                 0.9597,                0.38151,                0.41904,                0.30253,                 1.8199,                 2.5741,                 1.5193,             2.3444e-06,             2.3444e-06,             2.3444e-06
