                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                  1.105,                 1.7989,                  1.401,                0.93967,                0.37453,                0.57729,                0.43201,                 1.7836,                 2.2993,                 1.5878,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                 1.0266,                 1.6015,                 1.2294,                0.94437,                0.37874,                0.57594,                0.42813,                 1.8043,                 2.3025,                 1.6085,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.85125,                 1.3135,                 1.1463,                0.94437,                0.37874,                0.57594,                0.42813,                 1.8043,                 2.3025,                 1.6085,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                 1.0628,                 1.8706,                 1.4161,                0.94726,                0.38879,                0.57968,                0.42947,                 1.8031,                 2.2324,                 1.5906,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.87135,                 1.3859,                 1.2636,                0.94726,                0.38879,                0.57968,                0.42947,                 1.8031,                 2.2324,                 1.5906,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.85498,                 1.3639,                 1.2751,                0.94605,                0.39038,                0.58124,                0.42982,                 1.7812,                 2.2255,                 1.5841,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                 0.9745,                0.98866,                 1.2139,                0.94605,                0.39038,                0.58124,                0.42982,                 1.7812,                 2.2255,                 1.5841,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.76873,                 1.3259,                 1.2212,                0.94578,                0.39014,                0.46994,                0.32997,                  1.698,                 2.1779,                 1.4972,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                 0.9015,                 1.3438,                 1.1803,                0.94578,                0.39014,                0.46994,                0.32997,                  1.698,                 2.1779,                 1.4972,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.79693,                 0.8425,                 1.1251,                0.94523,                0.39024,                0.49881,                0.37211,                  1.676,                 2.1595,                 1.4781,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.93035,                 1.4074,                 1.3118,                0.94523,                0.39024,                0.49881,                0.37211,                  1.676,                 2.1595,                 1.4781,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                 1.0986,                  1.762,                 1.4452,                0.94471,                0.39098,                0.50298,                 0.3729,                 1.6933,                 2.1474,                 1.5025,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.76057,                 1.0196,                 1.1163,                0.94471,                0.39098,                0.50298,                 0.3729,                 1.6933,                 2.1474,                 1.5025,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.79729,                 1.0686,                 1.1984,                0.94375,                0.39223,                0.50311,                0.37301,                 1.6888,                  2.154,                 1.5115,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                 1.0495,                 1.5017,                 1.3755,                0.94375,                0.39223,                0.50311,                0.37301,                 1.6888,                  2.154,                 1.5115,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                 0.8501,                 1.1412,                 1.2155,                0.94415,                0.39109,                0.50332,                0.37319,                 1.6779,                 2.1481,                 1.4968,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                 1.0345,                 1.2756,                  1.401,                0.94415,                0.39109,                0.50332,                0.37319,                 1.6779,                 2.1481,                 1.4968,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                 0.9729,                0.93398,                 1.3037,                0.94458,                0.38971,                0.50324,                0.38956,                  1.665,                 2.1769,                 1.4922,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                 1.0943,                 1.7977,                 1.4955,                0.94458,                0.38971,                0.50324,                0.38956,                  1.665,                 2.1769,                 1.4922,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.80631,                 1.0924,                 1.2681,                0.94268,                0.39168,                0.50303,                0.38944,                 1.6553,                  2.185,                 1.4817,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.66863,                  1.253,                 1.1483,                0.94268,                0.39168,                0.50303,                0.38944,                 1.6553,                  2.185,                 1.4817,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.68533,                 1.0337,                 1.1775,                0.94183,                0.39308,                0.50221,                 0.3886,                 1.6503,                 2.2058,                 1.4684,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.61698,                 1.2532,                 1.0701,                0.94183,                0.39308,                0.50221,                 0.3886,                 1.6503,                 2.2058,                 1.4684,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.87056,                 1.3043,                 1.3688,                0.94183,                0.39308,                0.50221,                 0.3886,                 1.6503,                 2.2058,                 1.4684,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.68281,                0.82569,                 1.1243,                0.94262,                0.39205,                0.50199,                 0.3889,                 1.7017,                  2.275,                  1.508,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.86506,                0.88226,                 1.3716,                0.94262,                0.39205,                0.50199,                 0.3889,                 1.7017,                  2.275,                  1.508,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.82366,                0.90648,                 1.1996,                0.94262,                0.39205,                0.50199,                 0.3889,                 1.7017,                  2.275,                  1.508,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.80129,                0.92169,                 1.2632,                0.77665,                0.39075,                0.47453,                 0.3641,                 1.6111,                 2.1739,                 1.3909,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.70993,                 1.0457,                 1.1834,                0.77665,                0.39075,                0.47453,                 0.3641,                 1.6111,                 2.1739,                 1.3909,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.68613,                0.90838,                 1.0516,                0.77665,                0.39075,                0.47453,                 0.3641,                 1.6111,                 2.1739,                 1.3909,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.46852,                 0.6571,                 1.0305,                0.77856,                0.39053,                0.46119,                 0.3521,                 1.6064,                 2.1748,                 1.3841,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.68062,                 1.1577,                 1.2379,                0.77856,                0.39053,                0.46119,                 0.3521,                 1.6064,                 2.1748,                 1.3841,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.65208,                0.79783,                 1.1782,                0.77856,                0.39053,                0.46119,                 0.3521,                 1.6064,                 2.1748,                 1.3841,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.71019,                 1.0954,                  1.151,                0.77897,                0.39035,                0.42125,                 0.3119,                 1.6468,                 2.1997,                 1.4068,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.73986,                0.94682,                 1.2053,                0.77897,                0.39035,                0.42125,                 0.3119,                 1.6468,                 2.1997,                 1.4068,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.82301,                 1.0016,                  1.275,                0.77897,                0.39035,                0.42125,                 0.3119,                 1.6468,                 2.1997,                 1.4068,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.58113,                 1.0633,                 1.1204,                0.78122,                0.38791,                0.42122,                0.31428,                 1.6839,                 2.2501,                 1.4465,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.63294,                0.81127,                 1.0648,                0.78122,                0.38791,                0.42122,                0.31428,                 1.6839,                 2.2501,                 1.4465,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.80353,                0.95627,                 1.3352,                0.78122,                0.38791,                0.42122,                0.31428,                 1.6839,                 2.2501,                 1.4465,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.73138,                 0.8852,                 1.0888,                0.76857,                   0.39,                0.42077,                0.31689,                 1.6795,                  2.248,                 1.4279,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.67894,                0.61228,                 1.1266,                0.76857,                   0.39,                0.42077,                0.31689,                 1.6795,                  2.248,                 1.4279,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.89774,                 1.0875,                 1.1646,                0.76857,                   0.39,                0.42077,                0.31689,                 1.6795,                  2.248,                 1.4279,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.68471,                0.96031,                  1.137,                0.76939,                0.38866,                0.42198,                0.31732,                 1.6727,                 2.2717,                 1.4104,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.58213,                0.78813,                 1.0458,                0.76939,                0.38866,                0.42198,                0.31732,                 1.6727,                 2.2717,                 1.4104,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.66475,                0.79267,                 1.0923,                0.76939,                0.38866,                0.42198,                0.31732,                 1.6727,                 2.2717,                 1.4104,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.98178,                 1.3371,                 1.2553,                0.76781,                0.38994,                0.42164,                0.31738,                 1.6989,                 2.2703,                 1.4227,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.68913,                0.86571,                 1.0621,                0.76781,                0.38994,                0.42164,                0.31738,                 1.6989,                 2.2703,                 1.4227,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.71658,                 1.5064,                 1.2322,                0.76781,                0.38994,                0.42164,                0.31738,                 1.6989,                 2.2703,                 1.4227,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.81279,                 1.1318,                 1.2002,                  0.762,                0.39078,                0.42268,                0.31445,                 1.7265,                 2.2702,                  1.434,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.62757,                0.92274,                 1.0675,                  0.762,                0.39078,                0.42268,                0.31445,                 1.7265,                 2.2702,                  1.434,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.73033,                0.73135,                 1.0858,                  0.762,                0.39078,                0.42268,                0.31445,                 1.7265,                 2.2702,                  1.434,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.88114,                 1.9985,                   1.26,                 0.7629,                0.39574,                0.42494,                0.29894,                 1.7459,                 2.2632,                  1.451,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                 0.3974,                0.62143,                 1.0452,                 0.7629,                0.39574,                0.42494,                0.29894,                 1.7459,                 2.2632,                  1.451,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.62597,                0.70484,                 1.1023,                 0.7629,                0.39574,                0.42494,                0.29894,                 1.7459,                 2.2632,                  1.451,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                0.61538,                0.75843,                 1.1789,                0.76657,                0.39884,                  0.425,                0.29901,                  1.747,                 2.2523,                 1.4475,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                0.59887,                0.72567,                  1.099,                0.76657,                0.39884,                  0.425,                0.29901,                  1.747,                 2.2523,                 1.4475,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.79368,                 1.0335,                 1.3615,                0.76657,                0.39884,                  0.425,                0.29901,                  1.747,                 2.2523,                 1.4475,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                 0.6783,                 1.1547,                 1.2155,                0.76657,                0.39884,                  0.425,                0.29901,                  1.747,                 2.2523,                 1.4475,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.76446,                0.81945,                 1.2316,                0.93777,                0.39272,                0.42445,                0.29962,                 1.7759,                 2.2852,                 1.4679,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.80667,                 0.8978,                 1.1988,                0.93777,                0.39272,                0.42445,                0.29962,                 1.7759,                 2.2852,                 1.4679,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.73294,                  1.019,                 1.3186,                0.93777,                0.39272,                0.42445,                0.29962,                 1.7759,                 2.2852,                 1.4679,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.67134,                0.69507,                 1.2263,                0.93777,                0.39272,                0.42445,                0.29962,                 1.7759,                 2.2852,                 1.4679,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.50497,                0.54599,                0.97922,                0.93206,                0.38844,                 0.4239,                0.30704,                  1.783,                 2.3131,                 1.4734,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.50512,                0.50509,                0.96744,                0.93206,                0.38844,                 0.4239,                0.30704,                  1.783,                 2.3131,                 1.4734,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.61601,                0.63895,                 1.0019,                0.93206,                0.38844,                 0.4239,                0.30704,                  1.783,                 2.3131,                 1.4734,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.55707,                0.60415,                 1.0818,                0.93206,                0.38844,                 0.4239,                0.30704,                  1.783,                 2.3131,                 1.4734,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                0.67524,                0.84436,                0.94684,                 0.7794,                0.38336,                0.47766,                0.35705,                 1.7931,                 2.4502,                 1.4825,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.52118,                0.59723,                0.95273,                 0.7794,                0.38336,                0.47766,                0.35705,                 1.7931,                 2.4502,                 1.4825,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.57369,                0.60547,                 1.0128,                 0.7794,                0.38336,                0.47766,                0.35705,                 1.7931,                 2.4502,                 1.4825,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.74157,                0.73303,                 1.0134,                 0.7794,                0.38336,                0.47766,                0.35705,                 1.7931,                 2.4502,                 1.4825,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.56719,                0.57656,                0.96989,                0.95015,                0.38431,                0.50368,                0.38325,                 1.7976,                 2.5714,                 1.5011,             2.3444e-06,             2.3444e-06,             2.3444e-06
