                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.91583,                 1.8195,                 1.2919,                0.93294,                0.37361,                0.60598,                0.44725,                 1.5759,                 2.1938,                 1.4161,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                 1.0677,                 1.4798,                 1.4275,                0.93433,                 0.3737,                0.60555,                0.46057,                 1.6133,                 2.2727,                 1.4557,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                0.89601,                 1.3611,                 1.2343,                0.93433,                 0.3737,                0.60555,                0.46057,                 1.6133,                 2.2727,                 1.4557,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.81165,                 1.2655,                 1.1951,                0.94567,                0.38819,                 0.5815,                0.44377,                 1.6587,                 2.3306,                 1.4993,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                0.87464,                  1.294,                 1.3162,                0.94567,                0.38819,                 0.5815,                0.44377,                 1.6587,                 2.3306,                 1.4993,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.75211,                 1.3334,                 1.2371,                0.94392,                0.38767,                0.58359,                0.44251,                 1.7006,                 2.4066,                 1.5439,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                0.90218,                 1.4736,                 1.2981,                0.94392,                0.38767,                0.58359,                0.44251,                 1.7006,                 2.4066,                 1.5439,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.85237,                 1.1673,                 1.2205,                0.94471,                0.38834,                0.58343,                0.43983,                 1.7617,                 2.4191,                 1.6031,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.94996,                 1.6488,                 1.1835,                0.94471,                0.38834,                0.58343,                0.43983,                 1.7617,                 2.4191,                 1.6031,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.94002,                 1.4549,                 1.2719,                0.94692,                0.38884,                0.50037,                0.36536,                 1.7887,                 2.4124,                 1.6287,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                  1.177,                 1.4897,                 1.5266,                0.94692,                0.38884,                0.50037,                0.36536,                 1.7887,                 2.4124,                 1.6287,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                 1.1852,                 1.3724,                 1.6451,                0.94771,                0.38909,                0.44896,                0.31882,                  1.816,                  2.443,                 1.6604,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                 1.3326,                 1.3746,                  1.666,                0.94771,                0.38909,                0.44896,                0.31882,                  1.816,                  2.443,                 1.6604,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                 1.0922,                  1.957,                 1.4383,                0.94759,                0.38881,                0.45117,                0.30254,                 1.8395,                 2.4891,                 1.6837,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.75956,                 0.9842,                 1.0729,                0.94759,                0.38881,                0.45117,                0.30254,                 1.8395,                 2.4891,                 1.6837,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                 1.2276,                 2.3103,                 1.6069,                0.94628,                0.38797,                0.45114,                0.33556,                 1.8494,                 2.5242,                 1.7063,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                 1.0163,                 1.2896,                 1.2983,                0.94628,                0.38797,                0.45114,                0.33556,                 1.8494,                 2.5242,                 1.7063,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.88166,                 1.4344,                  1.345,                0.94684,                0.38975,                0.41876,                0.30037,                  1.833,                 2.5161,                   1.68,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.81993,                0.90936,                 1.0928,                0.94684,                0.38975,                0.41876,                0.30037,                  1.833,                 2.5161,                   1.68,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.79528,                 1.6151,                 1.2145,                0.93117,                0.37231,                0.41503,                0.28126,                 1.8091,                 2.5388,                 1.6537,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.95464,                 1.0375,                 1.3825,                0.93117,                0.37231,                0.41503,                0.28126,                 1.8091,                 2.5388,                 1.6537,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.55581,                0.88858,                 1.0275,                0.94629,                0.38829,                0.41819,                0.31954,                 1.7977,                 2.5674,                 1.6419,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.80903,                 1.5273,                 1.1445,                0.94629,                0.38829,                0.41819,                0.31954,                 1.7977,                 2.5674,                 1.6419,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.62587,                0.99872,                 1.1196,                0.93716,                0.37273,                0.41536,                0.31787,                 1.8042,                 2.5761,                 1.6487,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                 1.0208,                  1.054,                 1.2418,                0.93716,                0.37273,                0.41536,                0.31787,                 1.8042,                 2.5761,                 1.6487,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.75183,                 1.1589,                  1.068,                0.95185,                 0.3867,                0.42079,                0.31956,                 1.7759,                 2.5696,                 1.6124,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.68482,                0.97033,                 1.1143,                0.95185,                 0.3867,                0.42079,                0.31956,                 1.7759,                 2.5696,                 1.6124,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.75764,                 1.2474,                 1.2176,                0.94277,                0.37187,                0.41743,                0.31706,                 1.7836,                 2.6306,                 1.6265,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.78514,                0.92635,                 1.1816,                0.94277,                0.37187,                0.41743,                0.31706,                 1.7836,                 2.6306,                 1.6265,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.74292,                 1.0859,                 1.0994,                0.94277,                0.37187,                0.41743,                0.31706,                 1.7836,                 2.6306,                 1.6265,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                 0.7337,                0.71307,                  1.215,                 0.9428,                0.37212,                0.41963,                0.31945,                  1.793,                 2.6652,                 1.6378,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.78489,                0.92653,                  1.191,                 0.9428,                0.37212,                0.41963,                0.31945,                  1.793,                 2.6652,                 1.6378,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 0.8655,                 1.2228,                 1.2004,                 0.9428,                0.37212,                0.41963,                0.31945,                  1.793,                 2.6652,                 1.6378,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.70704,                0.81765,                 1.1543,                0.78552,                0.38708,                0.42203,                0.32095,                 1.7644,                 2.6264,                 1.5989,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.64472,                 1.0218,                 1.2963,                0.78552,                0.38708,                0.42203,                0.32095,                 1.7644,                 2.6264,                 1.5989,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.79455,                0.84381,                 1.1435,                0.78552,                0.38708,                0.42203,                0.32095,                 1.7644,                 2.6264,                 1.5989,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.81778,                 1.0748,                 1.1672,                0.78461,                0.38588,                0.42154,                0.31994,                 1.7672,                 2.6299,                 1.5906,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.79622,                 1.2236,                 1.2358,                0.78461,                0.38588,                0.42154,                0.31994,                 1.7672,                 2.6299,                 1.5906,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.79243,                0.98484,                 1.1308,                0.78461,                0.38588,                0.42154,                0.31994,                 1.7672,                 2.6299,                 1.5906,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.88199,                0.91268,                 1.2301,                0.78509,                 0.3885,                0.42106,                0.30416,                 1.7795,                 2.5946,                 1.5928,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                 1.1293,                  2.327,                   1.49,                0.78509,                 0.3885,                0.42106,                0.30416,                 1.7795,                 2.5946,                 1.5928,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.51234,                0.75585,                 1.1697,                0.78509,                 0.3885,                0.42106,                0.30416,                 1.7795,                 2.5946,                 1.5928,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.57775,                0.76532,                  1.078,                0.94776,                0.39175,                0.42364,                 0.3038,                 1.7537,                 2.5283,                 1.5583,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                 0.8492,                 1.3309,                 1.3457,                0.94776,                0.39175,                0.42364,                 0.3038,                 1.7537,                 2.5283,                 1.5583,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.56452,                 0.7091,                0.96324,                0.94776,                0.39175,                0.42364,                 0.3038,                 1.7537,                 2.5283,                 1.5583,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.78048,                 1.3154,                 1.2436,                0.94498,                0.39217,                0.42405,                0.30437,                 1.7923,                 2.5084,                 1.5801,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.69031,                0.74208,                 1.1991,                0.94498,                0.39217,                0.42405,                0.30437,                 1.7923,                 2.5084,                 1.5801,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.94283,                 1.2786,                 1.5454,                0.94498,                0.39217,                0.42405,                0.30437,                 1.7923,                 2.5084,                 1.5801,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                 1.1015,                 1.3965,                 1.3641,                0.94504,                0.39075,                0.42514,                0.29614,                  1.786,                 2.5015,                 1.5659,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.69162,                0.74318,                 1.1952,                0.94504,                0.39075,                0.42514,                0.29614,                  1.786,                 2.5015,                 1.5659,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                 0.4785,                 0.9113,                 1.0291,                0.94504,                0.39075,                0.42514,                0.29614,                  1.786,                 2.5015,                 1.5659,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.60387,                0.70609,                 1.0977,                0.94459,                0.39258,                0.42739,                0.29867,                 1.7937,                 2.4671,                 1.5486,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.90281,                0.90678,                 1.3465,                0.94459,                0.39258,                0.42739,                0.29867,                 1.7937,                 2.4671,                 1.5486,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.60426,                0.68275,                 1.1159,                0.94459,                0.39258,                0.42739,                0.29867,                 1.7937,                 2.4671,                 1.5486,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.80976,                 1.2024,                 1.2274,                0.94398,                0.39371,                0.43042,                0.31497,                 1.7594,                 2.3835,                 1.5121,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.70387,                0.83895,                 1.1465,                0.94398,                0.39371,                0.43042,                0.31497,                 1.7594,                 2.3835,                 1.5121,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.82796,                0.81335,                 1.1749,                0.94398,                0.39371,                0.43042,                0.31497,                 1.7594,                 2.3835,                 1.5121,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.70702,                0.85067,                 1.1237,                0.94632,                0.39161,                0.42978,                0.31567,                 1.7635,                 2.3889,                 1.5137,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.55566,                0.79084,                  1.027,                0.94632,                0.39161,                0.42978,                0.31567,                 1.7635,                 2.3889,                 1.5137,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.73642,                0.80779,                 1.1351,                0.94632,                0.39161,                0.42978,                0.31567,                 1.7635,                 2.3889,                 1.5137,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                 1.0718,                0.96849,                 1.4856,                0.94426,                0.39181,                0.42657,                0.29646,                 1.7769,                 2.3979,                 1.5184,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                  1.014,                 1.5985,                 1.4105,                0.94426,                0.39181,                0.42657,                0.29646,                 1.7769,                 2.3979,                 1.5184,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.78252,                0.96892,                 1.1861,                0.94426,                0.39181,                0.42657,                0.29646,                 1.7769,                 2.3979,                 1.5184,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                0.69575,                0.74515,                 1.0704,                0.94426,                0.39181,                0.42657,                0.29646,                 1.7769,                 2.3979,                 1.5184,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.83101,                 1.1289,                 1.1305,                0.94032,                0.39271,                0.42992,                0.31516,                 1.7713,                 2.3723,                  1.508,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.85962,                0.98391,                 1.3282,                0.94032,                0.39271,                0.42992,                0.31516,                 1.7713,                 2.3723,                  1.508,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.91492,                  1.217,                 1.3694,                0.94032,                0.39271,                0.42992,                0.31516,                 1.7713,                 2.3723,                  1.508,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.46837,                0.53169,                0.99156,                0.94032,                0.39271,                0.42992,                0.31516,                 1.7713,                 2.3723,                  1.508,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.56587,                   0.64,                 1.0391,                0.94187,                0.39413,                0.43208,                0.30538,                 1.7962,                 2.3949,                 1.5352,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.57841,                0.55185,                  1.026,                0.94187,                0.39413,                0.43208,                0.30538,                 1.7962,                 2.3949,                 1.5352,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.54729,                0.56094,                0.96384,                0.94187,                0.39413,                0.43208,                0.30538,                 1.7962,                 2.3949,                 1.5352,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.52481,                0.60892,                 1.0111,                0.94187,                0.39413,                0.43208,                0.30538,                 1.7962,                 2.3949,                 1.5352,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                0.57389,                0.55366,                 1.0633,                 0.9424,                0.39282,                0.42803,                 0.3049,                 1.7748,                 2.4554,                 1.4909,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.53259,                0.58042,                0.95271,                 0.9424,                0.39282,                0.42803,                 0.3049,                 1.7748,                 2.4554,                 1.4909,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.64484,                0.56145,                  1.155,                 0.9424,                0.39282,                0.42803,                 0.3049,                 1.7748,                 2.4554,                 1.4909,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.46802,                0.53379,                 0.9023,                 0.9424,                0.39282,                0.42803,                 0.3049,                 1.7748,                 2.4554,                 1.4909,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.56667,                0.54264,                0.99078,                  0.944,                0.39078,                0.46927,                0.36035,                 1.7639,                 2.4761,                 1.4987,             2.3444e-06,             2.3444e-06,             2.3444e-06
