                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.94967,                  1.963,                 1.3087,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2948,                 1.5036,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.82425,                 1.4589,                 1.2206,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2948,                 1.5036,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.73634,                 1.2901,                 1.1443,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                  2.314,                 1.5132,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.47506,                0.96443,                0.96226,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                  2.314,                 1.5132,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.80066,                0.90051,                 1.0907,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3224,                 1.5135,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.65849,                0.77613,                  1.063,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3224,                 1.5135,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.67483,                0.90898,                 1.0197,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                  2.315,                 1.5226,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.60907,                 1.7441,                 1.0773,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                  2.315,                 1.5226,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                 1.0741,                 1.4053,                 1.3327,                0.91827,                0.37227,                0.44718,                0.32769,                 1.7067,                 2.3427,                 1.5256,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.91162,                0.88051,                 1.3417,                0.91827,                0.37227,                0.44718,                0.32769,                 1.7067,                 2.3427,                 1.5256,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.59862,                0.76643,                0.99964,                0.94079,                0.39097,                0.45068,                0.32994,                 1.7219,                   2.38,                 1.5249,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.73135,                 1.0685,                 1.1673,                0.94079,                0.39097,                0.45068,                0.32994,                 1.7219,                   2.38,                 1.5249,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.80576,                 1.7897,                 1.2547,                0.94206,                0.39355,                0.45684,                0.33123,                 1.7292,                 2.3216,                 1.5228,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                 0.8918,                 1.5377,                 1.2497,                0.94206,                0.39355,                0.45684,                0.33123,                 1.7292,                 2.3216,                 1.5228,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                   0.88,                0.94882,                 1.3336,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3066,                 1.5182,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                 0.7237,                 1.1693,                 1.2418,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3066,                 1.5182,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.80997,                0.94732,                 1.1596,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7302,                 2.3181,                 1.5198,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.86021,                0.94231,                 1.2622,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7302,                 2.3181,                 1.5198,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.65347,                0.72105,                 1.2008,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7302,                 2.3181,                 1.5198,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.78738,                0.90212,                 1.2451,                0.94379,                0.39625,                0.45917,                0.31623,                 1.7274,                 2.3087,                 1.5168,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.69694,                0.91548,                 1.0587,                0.94379,                0.39625,                0.45917,                0.31623,                 1.7274,                 2.3087,                 1.5168,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 1.2113,                 1.8096,                 1.6263,                0.94379,                0.39625,                0.45917,                0.31623,                 1.7274,                 2.3087,                 1.5168,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                 1.0349,                 1.5538,                 1.3675,                0.94447,                0.39747,                0.42743,                0.31905,                 1.7329,                 2.3274,                   1.51,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.86088,                 1.5375,                 1.2975,                0.94447,                0.39747,                0.42743,                0.31905,                 1.7329,                 2.3274,                   1.51,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.73467,                0.78312,                 1.1618,                0.94447,                0.39747,                0.42743,                0.31905,                 1.7329,                 2.3274,                   1.51,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                 1.0769,                0.84051,                 1.5803,                0.94128,                0.39809,                0.42727,                0.31943,                 1.7925,                 2.3637,                 1.5509,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                 0.6375,                0.75367,                 1.1035,                0.94128,                0.39809,                0.42727,                0.31943,                 1.7925,                 2.3637,                 1.5509,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.70973,                0.93347,                 1.0623,                0.94128,                0.39809,                0.42727,                0.31943,                 1.7925,                 2.3637,                 1.5509,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.79647,                 0.8766,                 1.1735,                0.94268,                0.39962,                0.42833,                0.32117,                 1.8206,                 2.4016,                 1.5816,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.66688,                0.72338,                 1.0964,                0.94268,                0.39962,                0.42833,                0.32117,                 1.8206,                 2.4016,                 1.5816,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.60331,                0.89759,                 1.1963,                0.94268,                0.39962,                0.42833,                0.32117,                 1.8206,                 2.4016,                 1.5816,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                 0.6929,                 1.1814,                 1.1051,                0.94195,                0.39986,                0.42787,                0.31789,                 1.8007,                 2.3586,                 1.5306,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.75329,                 1.1201,                 1.1044,                0.94195,                0.39986,                0.42787,                0.31789,                 1.8007,                 2.3586,                 1.5306,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                 1.0318,                  2.083,                 1.4354,                0.94195,                0.39986,                0.42787,                0.31789,                 1.8007,                 2.3586,                 1.5306,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                 0.6895,                 1.0867,                 1.1837,                 0.9425,                0.39965,                0.42944,                0.30129,                 1.7792,                 2.3287,                 1.5114,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.98227,                 1.0261,                 1.4345,                 0.9425,                0.39965,                0.42944,                0.30129,                 1.7792,                 2.3287,                 1.5114,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                 1.0005,                 1.4204,                 1.3808,                 0.9425,                0.39965,                0.42944,                0.30129,                 1.7792,                 2.3287,                 1.5114,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.64984,                0.67488,                 1.0964,                0.94377,                0.39966,                0.42829,                0.30098,                 1.7939,                 2.3316,                 1.5226,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.71923,                 1.0354,                 1.0813,                0.94377,                0.39966,                0.42829,                0.30098,                 1.7939,                 2.3316,                 1.5226,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.72937,                0.71385,                 1.1982,                0.94377,                0.39966,                0.42829,                0.30098,                 1.7939,                 2.3316,                 1.5226,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.74472,                0.59242,                 1.1574,                0.94308,                    0.4,                0.43053,                 0.3051,                 1.8041,                 2.3271,                 1.5355,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                 0.6011,                0.98033,                 1.1391,                0.94308,                    0.4,                0.43053,                 0.3051,                 1.8041,                 2.3271,                 1.5355,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.66511,                0.67575,                 1.1187,                0.94308,                    0.4,                0.43053,                 0.3051,                 1.8041,                 2.3271,                 1.5355,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.89369,                 1.1979,                  1.216,                0.93674,                0.40303,                0.43343,                0.30451,                 1.7975,                  2.314,                  1.528,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.55874,                0.75078,                 1.1063,                0.93674,                0.40303,                0.43343,                0.30451,                 1.7975,                  2.314,                  1.528,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.69486,                0.83725,                 1.1346,                0.93674,                0.40303,                0.43343,                0.30451,                 1.7975,                  2.314,                  1.528,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.52082,                0.48508,                0.99318,                0.94095,                    0.4,                0.43084,                0.29536,                 1.8268,                 2.3345,                 1.5501,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.76861,                0.71268,                 1.1637,                0.94095,                    0.4,                0.43084,                0.29536,                 1.8268,                 2.3345,                 1.5501,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.79278,                0.88289,                 1.2107,                0.94095,                    0.4,                0.43084,                0.29536,                 1.8268,                 2.3345,                 1.5501,             1.8365e-05,             1.8365e-05,             1.8365e-05
