                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.0351,                 2.0478,                 1.3947,                0.77386,                0.58333,                0.74434,                0.53466,                 1.5524,                 1.7695,                 1.3751,             1.1664e-05,             1.1664e-05,             1.1664e-05
                     13,                0.96673,                 2.5655,                 1.2299,                0.74727,                0.58333,                0.74415,                0.53464,                 1.5238,                 1.7837,                  1.359,             1.2584e-05,             1.2584e-05,             1.2584e-05
                     14,                 1.3797,                 2.4207,                 1.7914,                0.76665,                0.58333,                0.74312,                0.52637,                 1.5119,                 1.8137,                  1.354,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                0.81763,                 1.6948,                 1.1197,                 0.7899,                0.41667,                0.74164,                0.53949,                 1.5066,                 1.8301,                 1.3477,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                 1.0839,                  2.126,                 1.5173,                0.92728,                0.37327,                0.74167,                 0.5346,                 1.5189,                 1.8532,                 1.3558,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                0.82412,                 1.6473,                 1.1579,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                 1.1216,                 1.6032,                 1.3436,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.96987,                 1.6818,                 1.1624,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                  1.016,                  1.602,                 1.3227,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                 1.2489,                 2.7452,                 1.6402,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                 1.2755,                 2.4912,                 1.6765,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                0.93999,                 1.9044,                 1.4104,                0.91705,                0.37321,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                 1.0485,                 2.1852,                 1.5333,                0.91705,                0.37321,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                0.84303,                 1.6285,                  1.253,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2113,                 1.4432,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                0.96126,                 1.9001,                 1.3814,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2113,                 1.4432,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.87347,                 1.8977,                 1.3786,                0.91543,                0.37309,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4739,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 0.8145,                 1.1809,                  1.175,                0.91543,                0.37309,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4739,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.91969,                 1.5286,                 1.2557,                0.91591,                0.37318,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                 1.3006,                 2.5614,                  1.583,                0.91591,                0.37318,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.93561,                 1.2652,                 1.2382,                0.91633,                0.37335,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.64433,                 1.3436,                 1.1448,                0.91633,                0.37335,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.90577,                 1.2079,                 1.4942,                0.91841,                0.37339,                0.46653,                0.33946,                  1.673,                 2.2954,                 1.5075,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                 0.9687,                 1.1519,                 1.2939,                0.91841,                0.37339,                0.46653,                0.33946,                  1.673,                 2.2954,                 1.5075,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.94967,                 1.9636,                 1.3087,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2964,                 1.5036,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.82424,                 1.4595,                 1.2206,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2964,                 1.5036,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.73634,                 1.2907,                 1.1443,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.47505,                0.96523,                0.96226,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.80066,                0.90127,                 1.0907,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3241,                 1.5135,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.65849,                0.77667,                  1.063,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3241,                 1.5135,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.67483,                0.90955,                 1.0197,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                 2.3166,                 1.5226,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.60907,                 1.7452,                 1.0773,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                 2.3166,                 1.5226,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                 1.0741,                 1.4058,                 1.3327,                0.91828,                0.37227,                0.44718,                0.32769,                 1.7066,                 2.3443,                 1.5256,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.91162,                0.88115,                 1.3417,                0.91828,                0.37227,                0.44718,                0.32769,                 1.7066,                 2.3443,                 1.5256,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.59862,                 0.7669,                0.99964,                0.94079,                0.39096,                0.45068,                0.32994,                 1.7219,                 2.3815,                 1.5249,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.73136,                  1.069,                 1.1673,                0.94079,                0.39096,                0.45068,                0.32994,                 1.7219,                 2.3815,                 1.5249,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.80578,                 1.7904,                 1.2547,                0.94206,                0.39354,                0.45684,                0.33123,                 1.7292,                 2.3233,                 1.5228,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.89181,                 1.5382,                 1.2497,                0.94206,                0.39354,                0.45684,                0.33123,                 1.7292,                 2.3233,                 1.5228,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                   0.88,                0.94973,                 1.3336,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3083,                 1.5183,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                 0.7237,                 1.1699,                 1.2418,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3083,                 1.5183,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.80994,                0.94773,                 1.1596,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.86021,                0.94321,                 1.2622,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.65347,                0.72174,                 1.2008,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.78739,                0.90259,                  1.245,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.69695,                0.91606,                 1.0587,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 1.2113,                 1.8108,                 1.6263,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                 1.0348,                 1.5544,                 1.3675,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.86089,                 1.5379,                 1.2975,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.73467,                0.78357,                 1.1618,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                 1.0768,                0.84149,                 1.5802,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.63749,                0.75408,                 1.1035,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.79741,                0.91367,                 1.2321,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                 1.1924,                  1.817,                 1.6063,                0.93865,                    0.4,                0.42815,                0.31945,                 1.7483,                 2.3346,                 1.5077,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.81817,                0.93397,                 1.1427,                0.93865,                    0.4,                0.42815,                0.31945,                 1.7483,                 2.3346,                 1.5077,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.71898,                0.80313,                 1.1088,                0.93865,                    0.4,                0.42815,                0.31945,                 1.7483,                 2.3346,                 1.5077,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.99208,                 1.0931,                 1.3403,                0.93841,                0.39938,                0.42856,                0.31816,                 1.7626,                 2.3439,                 1.5165,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.88839,                 1.1492,                 1.3594,                0.93841,                0.39938,                0.42856,                0.31816,                 1.7626,                 2.3439,                 1.5165,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                0.84281,                 1.4175,                 1.2168,                0.93841,                0.39938,                0.42856,                0.31816,                 1.7626,                 2.3439,                 1.5165,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.54324,                0.74715,                  1.016,                0.93965,                    0.4,                0.43027,                0.31843,                  1.781,                  2.347,                 1.5332,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.66194,                  1.212,                 1.2557,                0.93965,                    0.4,                0.43027,                0.31843,                  1.781,                  2.347,                 1.5332,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.80746,                0.96461,                 1.1829,                0.93965,                    0.4,                0.43027,                0.31843,                  1.781,                  2.347,                 1.5332,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.86031,                0.92375,                 1.3198,                0.93605,                    0.4,                0.43036,                0.31873,                  1.771,                 2.3442,                 1.5249,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                 0.6644,                0.87035,                 1.0089,                0.93605,                    0.4,                0.43036,                0.31873,                  1.771,                 2.3442,                 1.5249,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.81376,                0.82392,                 1.2252,                0.93605,                    0.4,                0.43036,                0.31873,                  1.771,                 2.3442,                 1.5249,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.79675,                 1.1278,                 1.2699,                0.93543,                0.40265,                0.43427,                0.31991,                 1.7731,                 2.3323,                 1.5141,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.75375,                0.88648,                 1.1146,                0.93543,                0.40265,                0.43427,                0.31991,                 1.7731,                 2.3323,                 1.5141,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.61388,                0.80613,                 1.0963,                0.93543,                0.40265,                0.43427,                0.31991,                 1.7731,                 2.3323,                 1.5141,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                 1.1711,                 1.7731,                  1.573,                0.93804,                0.40238,                0.43499,                0.30499,                 1.8017,                 2.3402,                 1.5458,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.40483,                0.48533,                 1.0164,                0.93804,                0.40238,                0.43499,                0.30499,                 1.8017,                 2.3402,                 1.5458,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                 0.7065,                0.82938,                 1.0635,                0.93804,                0.40238,                0.43499,                0.30499,                 1.8017,                 2.3402,                 1.5458,             2.0485e-05,             2.0485e-05,             2.0485e-05
