                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.98195,                 3.0907,                 1.3727,                0.72685,                0.58333,                0.74797,                0.54271,                 1.5263,                 1.8223,                 1.3617,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                 1.0677,                 2.0146,                 1.4533,                0.94608,                0.39216,                0.74783,                0.55081,                  1.534,                 1.8523,                 1.3675,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                 1.1745,                 2.8528,                 1.5576,                0.94545,                0.39286,                0.66331,                 0.4839,                 1.5612,                 1.9428,                 1.3826,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                0.87102,                 1.8813,                 1.3327,                0.94598,                0.39308,                0.66313,                0.46736,                 1.5623,                 1.9773,                  1.377,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                  1.001,                 1.8975,                 1.3032,                0.94598,                0.39308,                0.66313,                0.46736,                 1.5623,                 1.9773,                  1.377,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.95007,                 1.4461,                  1.234,                0.94717,                0.39152,                0.63498,                0.46819,                 1.5913,                 2.0325,                 1.4039,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                0.85619,                 1.9887,                 1.3239,                0.94717,                0.39152,                0.63498,                0.46819,                 1.5913,                 2.0325,                 1.4039,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                0.93499,                 1.8775,                  1.222,                 0.9467,                0.39158,                0.63415,                0.46574,                   1.64,                 2.1069,                 1.4413,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                  1.006,                 2.6038,                 1.6644,                 0.9467,                0.39158,                0.63415,                0.46574,                   1.64,                 2.1069,                 1.4413,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                 1.1787,                 2.0532,                 1.4542,                0.94684,                0.39093,                0.60411,                0.43816,                 1.6736,                 2.1664,                 1.4683,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                0.88039,                 2.6193,                  1.375,                0.94684,                0.39093,                0.60411,                0.43816,                 1.6736,                 2.1664,                 1.4683,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                 1.0016,                 1.7524,                 1.3109,                 0.9467,                0.39095,                0.57984,                0.42936,                 1.7367,                 2.2677,                 1.5317,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                 1.1024,                 1.5261,                 1.3865,                 0.9467,                0.39095,                0.57984,                0.42936,                 1.7367,                 2.2677,                 1.5317,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.64013,                0.89865,                  1.104,                0.94921,                0.38866,                0.57841,                 0.4293,                 1.7372,                 2.2616,                  1.551,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 0.6578,                 1.1612,                 1.1191,                0.94921,                0.38866,                0.57841,                 0.4293,                 1.7372,                 2.2616,                  1.551,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                 1.0797,                 2.2343,                 1.3832,                0.94934,                0.38855,                0.57985,                0.42983,                 1.7176,                 2.2754,                 1.5507,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                0.84238,                  1.676,                 1.2736,                0.94934,                0.38855,                0.57985,                0.42983,                 1.7176,                 2.2754,                 1.5507,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.92614,                 1.7772,                 1.2058,                0.94884,                0.38807,                0.58196,                0.44718,                   1.72,                 2.3135,                 1.5587,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.97917,                 1.2321,                 1.3538,                0.94884,                0.38807,                0.58196,                0.44718,                   1.72,                 2.3135,                 1.5587,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.75449,                  1.336,                 1.1874,                 0.9498,                0.38726,                0.50046,                0.36473,                 1.7376,                 2.3457,                 1.5715,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                0.86733,                 1.6439,                 1.3781,                 0.9498,                0.38726,                0.50046,                0.36473,                 1.7376,                 2.3457,                 1.5715,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.92955,                 1.2738,                 1.2888,                0.94879,                 0.3885,                 0.5006,                0.37269,                 1.7648,                 2.3852,                 1.6083,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.78998,                  1.151,                 1.2223,                0.94879,                 0.3885,                 0.5006,                0.37269,                 1.7648,                 2.3852,                 1.6083,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.57037,                 1.6687,                 1.0919,                0.94979,                0.38843,                0.50058,                0.36454,                 1.7131,                 2.4027,                 1.5477,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.89178,                  1.277,                  1.332,                0.94979,                0.38843,                0.50058,                0.36454,                 1.7131,                 2.4027,                 1.5477,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.93309,                  1.657,                  1.254,                0.94835,                0.39004,                 0.5035,                0.37401,                 1.6959,                 2.4173,                 1.5215,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.56722,                 0.8047,                 1.0177,                0.94835,                0.39004,                 0.5035,                0.37401,                 1.6959,                 2.4173,                 1.5215,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.70013,                 1.1741,                  1.199,                0.94947,                0.38885,                0.50374,                0.36659,                 1.6956,                 2.4383,                 1.5148,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                 1.0446,                 1.4768,                 1.2852,                0.94947,                0.38885,                0.50374,                0.36659,                 1.6956,                 2.4383,                 1.5148,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                0.93141,                 1.2811,                  1.284,                 0.9502,                0.38793,                0.50665,                0.37635,                 1.7249,                 2.4302,                  1.531,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.83666,                 1.0757,                 1.1541,                 0.9502,                0.38793,                0.50665,                0.37635,                 1.7249,                 2.4302,                  1.531,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.63188,                0.87413,                  1.084,                0.95082,                0.38716,                0.42385,                0.28711,                 1.7066,                 2.4224,                 1.5164,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.79322,                 1.0184,                 1.1533,                0.95082,                0.38716,                0.42385,                0.28711,                 1.7066,                 2.4224,                 1.5164,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.68731,                0.95435,                 1.1218,                0.94842,                0.38692,                0.42103,                 0.2859,                 1.7171,                  2.426,                  1.513,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.93579,                 1.8308,                 1.3117,                0.94842,                0.38692,                0.42103,                 0.2859,                 1.7171,                  2.426,                  1.513,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                0.72843,                 1.0432,                 1.1422,                0.95099,                0.38755,                0.42433,                0.28721,                 1.7213,                 2.4442,                 1.5156,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                0.78795,                0.99097,                 1.2592,                0.95099,                0.38755,                0.42433,                0.28721,                 1.7213,                 2.4442,                 1.5156,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.80464,                0.98778,                 1.1506,                0.95024,                0.38835,                0.42442,                0.27885,                 1.7347,                 2.4728,                 1.5365,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.92578,                0.92456,                  1.516,                0.95024,                0.38835,                0.42442,                0.27885,                 1.7347,                 2.4728,                 1.5365,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.59398,                 0.6387,                 1.0225,                0.95024,                0.38835,                0.42442,                0.27885,                 1.7347,                 2.4728,                 1.5365,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                 0.7741,                0.77948,                 1.2528,                0.94798,                0.38946,                0.42498,                0.28744,                 1.7282,                 2.5099,                 1.5398,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                 1.0566,                 1.3918,                 1.5318,                0.94798,                0.38946,                0.42498,                0.28744,                 1.7282,                 2.5099,                 1.5398,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                0.78946,                  1.299,                 1.3117,                0.94798,                0.38946,                0.42498,                0.28744,                 1.7282,                 2.5099,                 1.5398,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                0.66169,                 0.8766,                 1.1042,                0.94842,                0.38826,                0.42579,                0.28756,                 1.7466,                 2.5579,                 1.5771,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.71682,                0.97428,                 1.1595,                0.94842,                0.38826,                0.42579,                0.28756,                 1.7466,                 2.5579,                 1.5771,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.85398,                 1.2954,                 1.1737,                0.94842,                0.38826,                0.42579,                0.28756,                 1.7466,                 2.5579,                 1.5771,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                0.88713,                 1.1238,                  1.346,                0.94801,                0.38992,                0.42642,                0.32008,                 1.7273,                 2.5329,                 1.5426,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                 0.8387,                 1.0932,                 1.2801,                0.94801,                0.38992,                0.42642,                0.32008,                 1.7273,                 2.5329,                 1.5426,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.55841,                0.63621,                 1.0127,                0.94801,                0.38992,                0.42642,                0.32008,                 1.7273,                 2.5329,                 1.5426,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                 0.7376,                 1.3291,                 1.1611,                0.94668,                0.38952,                 0.4271,                0.30387,                 1.7593,                 2.5962,                 1.5892,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.71986,                 0.9806,                 1.1822,                0.94668,                0.38952,                 0.4271,                0.30387,                 1.7593,                 2.5962,                 1.5892,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.76194,                0.95297,                 1.1659,                0.94668,                0.38952,                 0.4271,                0.30387,                 1.7593,                 2.5962,                 1.5892,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.82566,                 1.2607,                 1.1642,                0.94377,                0.38967,                0.42909,                0.30451,                 1.7524,                 2.5644,                  1.562,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.63621,                0.96971,                 1.1602,                0.94377,                0.38967,                0.42909,                0.30451,                 1.7524,                 2.5644,                  1.562,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                 1.2714,                 2.2141,                 1.6546,                0.94377,                0.38967,                0.42909,                0.30451,                 1.7524,                 2.5644,                  1.562,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                0.95933,                 1.0403,                 1.3262,                0.94258,                0.39233,                0.42877,                0.29559,                 1.7759,                 2.5718,                 1.5811,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.29288,                0.50306,                 0.9022,                0.94258,                0.39233,                0.42877,                0.29559,                 1.7759,                 2.5718,                 1.5811,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                0.78901,                0.84574,                 1.1892,                0.94258,                0.39233,                0.42877,                0.29559,                 1.7759,                 2.5718,                 1.5811,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.86398,                0.97848,                 1.3548,                0.93493,                0.39353,                0.43082,                0.31301,                 1.7477,                  2.532,                 1.5288,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.62759,                 0.6588,                 1.0294,                0.93493,                0.39353,                0.43082,                0.31301,                 1.7477,                  2.532,                 1.5288,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                 0.6091,                0.82014,                 1.1792,                0.93493,                0.39353,                0.43082,                0.31301,                 1.7477,                  2.532,                 1.5288,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.64542,                0.79895,                 1.0918,                0.93964,                0.39549,                0.42726,                 0.3034,                 1.7374,                 2.5298,                 1.5153,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.99561,                 1.1688,                 1.3527,                0.93964,                0.39549,                0.42726,                 0.3034,                 1.7374,                 2.5298,                 1.5153,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.55621,                0.77343,                 1.0548,                0.93964,                0.39549,                0.42726,                 0.3034,                 1.7374,                 2.5298,                 1.5153,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.70771,                0.73567,                 1.2104,                0.93236,                    0.4,                0.42953,                 0.3038,                 1.7592,                 2.5253,                 1.5385,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.76603,                0.99576,                 1.2538,                0.93236,                    0.4,                0.42953,                 0.3038,                 1.7592,                 2.5253,                 1.5385,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.85489,                  1.124,                 1.2989,                0.93236,                    0.4,                0.42953,                 0.3038,                 1.7592,                 2.5253,                 1.5385,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.84269,                 1.0805,                 1.2642,                0.93069,                    0.4,                0.43052,                0.31398,                 1.7452,                 2.5213,                 1.5096,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                0.78662,                0.73218,                 1.2104,                0.93069,                    0.4,                0.43052,                0.31398,                 1.7452,                 2.5213,                 1.5096,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.61252,                0.52208,                0.97566,                0.93069,                    0.4,                0.43052,                0.31398,                 1.7452,                 2.5213,                 1.5096,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                0.72976,                 1.4426,                 1.2862,                 0.9341,                    0.4,                0.42749,                0.30456,                 1.7559,                 2.5177,                 1.5078,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                0.88511,                 1.1204,                  1.364,                 0.9341,                    0.4,                0.42749,                0.30456,                 1.7559,                 2.5177,                 1.5078,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.62299,                0.95518,                 1.0499,                 0.9341,                    0.4,                0.42749,                0.30456,                 1.7559,                 2.5177,                 1.5078,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                 0.8082,                 1.1573,                 1.2382,                 0.9341,                    0.4,                0.42749,                0.30456,                 1.7559,                 2.5177,                 1.5078,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.77543,                0.73095,                 1.1772,                0.93224,                    0.4,                0.42829,                0.30482,                 1.7573,                 2.5096,                 1.5065,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.57959,                0.57317,                  1.129,                0.93224,                    0.4,                0.42829,                0.30482,                 1.7573,                 2.5096,                 1.5065,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.60095,                0.71139,                 1.0749,                0.93224,                    0.4,                0.42829,                0.30482,                 1.7573,                 2.5096,                 1.5065,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.56988,                0.70674,                0.94682,                0.93224,                    0.4,                0.42829,                0.30482,                 1.7573,                 2.5096,                 1.5065,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.64827,                0.65226,                 1.0433,                0.93187,                    0.4,                0.43035,                 0.3069,                 1.7304,                 2.4701,                 1.4685,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.52667,                0.60871,                 0.8921,                0.93187,                    0.4,                0.43035,                 0.3069,                 1.7304,                 2.4701,                 1.4685,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.53284,                0.58062,                0.96679,                0.93187,                    0.4,                0.43035,                 0.3069,                 1.7304,                 2.4701,                 1.4685,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.54856,                0.71021,                 1.0073,                0.93187,                    0.4,                0.43035,                 0.3069,                 1.7304,                 2.4701,                 1.4685,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                 0.5778,                 0.5462,                0.87634,                0.93912,                0.40004,                0.43187,                  0.306,                 1.7934,                 2.6347,                  1.552,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.61237,                 0.6193,                0.98905,                0.93912,                0.40004,                0.43187,                  0.306,                 1.7934,                 2.6347,                  1.552,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.60145,                 0.6531,                0.96214,                0.93912,                0.40004,                0.43187,                  0.306,                 1.7934,                 2.6347,                  1.552,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.68027,                 0.7149,                 1.0591,                0.93912,                0.40004,                0.43187,                  0.306,                 1.7934,                 2.6347,                  1.552,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.50015,                0.58023,                  0.982,                0.94209,                0.39417,                0.42968,                0.30534,                 1.7961,                 2.6724,                 1.5352,             2.3444e-06,             2.3444e-06,             2.3444e-06
